extractor	design	rep	query	shuffled	true_clade_EVALUATION	best_label	best_label_lwr	best_edge_label	best_edge_lwr	pendant	edpl	n_placements	label_lwr
v3	blocked	7	n302	False	1	1	1.0	1	1.0	0.2359636114	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n1094	True	8	8	0.928	8	0.928	13.7122502516	0.804276	2	"{""8"": 0.928, ""1"": 0.072}"
v3	blocked	7	SHUF_n302	True	1	3	1.0	3	1.0	0.1053605157	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n954	True	8	1	1.0	1	1.0	10.6250949396	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n555	True	3	3	0.9412	3	0.9412	4.6019245369	0.296506	2	"{""3"": 0.9412, ""4"": 0.0566}"
v3	blocked	7	SHUF_n1120	True	8	1	0.9751	1	0.9751	3.9881540409	0.26551	2	"{""1"": 0.9751, ""8"": 0.0249}"
v3	blocked	7	SHUF_n216	True	1	8	0.5315	8	0.5118	7.2134577789	2.69609	5	"{""8"": 0.5315, ""1"": 0.3767, ""3"": 0.0889}"
v3	blocked	7	SHUF_n1234	True	8	1	0.9945	1	0.9945	0.1053605157	0.0	1	"{""1"": 0.9945}"
v3	blocked	7	SHUF_n51	True	1	1	1.0	1	1.0	5.8691325638	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n1537	True	9	2	0.9755	2	0.9755	11.4688183826	0.17753	2	"{""2"": 0.9755, ""1"": 0.0245}"
v3	blocked	7	SHUF_n432	True	2	2	0.9997	2	0.9997	8.6100317688	0.0	1	"{""2"": 0.9997}"
v3	blocked	7	SHUF_n523	True	3	2	0.9274	2	0.9274	10.7052148594	0.703801	2	"{""2"": 0.9274, ""3"": 0.0726}"
v3	blocked	7	n481	False	2	2	0.9957	2	0.9715	1.4918617939	0.0383645	2	"{""2"": 0.9957}"
v3	blocked	7	n387	False	2	2	1.0	2	0.6408	0.8605413094	0.18945	3	"{""2"": 1.0}"
v3	blocked	7	SHUF_n364	True	2	6	0.8883	6	0.8883	7.1542795072	1.01365	5	"{""6"": 0.8883, ""8"": 0.0844, ""Orphan"": 0.0272}"
v3	blocked	7	n548	False	3	3	1.0	3	1.0	0.3324907036	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n562	True	3	3	1.0	3	1.0	9.3779197703	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1285	True	9	3	0.9954	3	0.9356	0.1053605157	0.537141	3	"{""3"": 0.9954}"
v3	blocked	7	n592	False	3	3	1.0	3	1.0	0.6938422454	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1599	True	9	3	0.9632	3	0.7754	0.1053605157	2.33968	6	"{""3"": 0.9632, ""1"": 0.0275}"
v3	blocked	7	n638	False	3	3	1.0	3	0.9087	0.6101441459	0.0192636	3	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1191	True	8	3	0.6765	3	0.5682	10.5924741507	3.59069	3	"{""3"": 0.6765, ""1"": 0.3235}"
v3	blocked	7	SHUF_n1925	True	11	3	0.9994	3	0.9994	0.1053605157	0.0	1	"{""3"": 0.9994}"
v3	blocked	7	n676	False	3	3	0.9902	3	0.9902	0.1754313095	0.0	1	"{""3"": 0.9902}"
v3	blocked	7	SHUF_n670	True	3	3	0.9918	3	0.9918	0.1053605157	0.0	1	"{""3"": 0.9918}"
v3	blocked	7	SHUF_n1409	True	9	3	1.0	3	1.0	0.1053605157	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n6	True	1	3	1.0	3	0.6965	0.1053605157	1.83904	4	"{""3"": 1.0}"
v3	blocked	7	n706	False	3	3	1.0	3	1.0	0.3017715542	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1072	True	8	3	0.9998	3	0.9998	0.1053605157	0.0	1	"{""3"": 0.9998}"
v3	blocked	7	SHUF_n1107	True	8	1	0.9971	1	0.9971	7.3663190615	0.0	1	"{""1"": 0.9971}"
v3	blocked	7	SHUF_n1249	True	8	4	0.6449	4	0.6449	10.892433823	1.64341	2	"{""4"": 0.6449, ""1"": 0.3551}"
v3	blocked	7	SHUF_n1454	True	9	1	0.8639	1	0.8639	6.7382842943	1.15089	3	"{""1"": 0.8639, ""3"": 0.1361}"
v3	blocked	7	SHUF_n802	True	4	3	0.9994	3	0.8449	0.1053605157	0.771371	2	"{""3"": 0.9994}"
v3	blocked	7	SHUF_n952	True	8	3	1.0	3	1.0	5.6422752858	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n616	True	3	3	1.0	3	0.3689	48.2855456429	3.45226	3	"{""3"": 1.0}"
v3	blocked	7	SHUF_n214	True	1	4	0.8581	4	0.8581	7.6584697119	1.17267	4	"{""4"": 0.8581, ""9"": 0.113, ""Orphan"": 0.0147, ""1"": 0.0141}"
v3	blocked	7	n841	False	7	7	1.0	7	1.0	0.9280553985	0.0	1	"{""7"": 1.0}"
v3	blocked	7	n864	False	8	8	1.0	8	1.0	0.4200213442	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n917	False	8	8	1.0	8	1.0	0.2483177753	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n944	False	8	8	0.9991	8	0.9814	0.6317493347	0.0062889	2	"{""8"": 0.9991}"
v3	blocked	7	SHUF_n1304	True	9	8	0.6963	8	0.5694	8.0728392739	3.22961	4	"{""8"": 0.6963, ""1"": 0.2856, ""9"": 0.0181}"
v3	blocked	7	SHUF_n1267	True	8	8	1.0	8	1.0	5.0531760376	0.0	1	"{""8"": 1.0}"
v3	blocked	7	SHUF_n1705	True	10	8	0.9481	8	0.9118	13.3689620276	0.997339	4	"{""8"": 0.9481, ""1"": 0.0519}"
v3	blocked	7	SHUF_n316	True	1	8	0.5482	8	0.5482	7.0153825285	3.36821	3	"{""8"": 0.5482, ""9"": 0.3851, ""1"": 0.0667}"
v3	blocked	7	n1120	False	8	8	0.9995	8	0.912	0.6128617367	0.0180725	2	"{""8"": 0.9995}"
v3	blocked	7	n1094	False	8	8	0.9918	8	0.5414	0.4339757655	0.1604	3	"{""8"": 0.9918}"
v3	blocked	7	SHUF_n1567	True	9	8	1.0	8	0.3537	8.7433071874	0.0813262	3	"{""8"": 1.0}"
v3	blocked	7	SHUF_n1153	True	8	8	1.0	8	1.0	0.1053605157	0.0	1	"{""8"": 1.0}"
v3	blocked	7	SHUF_n225	True	1	8	0.8124	8	0.3164	18.0857372861	3.41602	7	"{""8"": 0.8124, ""1"": 0.1387}"
v3	blocked	7	n1267	False	8	8	1.0	8	0.8904	0.614236411	0.0305374	3	"{""8"": 1.0}"
v3	blocked	7	n1294	False	9	9	1.0	9	1.0	0.3337440391	0.0	1	"{""9"": 1.0}"
v3	blocked	7	n1307	False	9	9	1.0	9	1.0	0.7076350267	0.0	1	"{""9"": 1.0}"
v3	blocked	7	n1338	False	9	9	1.0	9	0.6106	0.2488701336	0.0204086	4	"{""9"": 1.0}"
v3	blocked	7	SHUF_n1924	True	11	9	0.6226	9	0.6226	61.1234361881	3.25369	3	"{""9"": 0.6226, ""1"": 0.3774}"
v3	blocked	7	SHUF_n1606	True	9	3	0.7297	3	0.7297	11.9732118467	2.81715	3	"{""3"": 0.7297, ""8"": 0.2517, ""9"": 0.0186}"
v3	blocked	7	n1537	False	9	9	1.0	9	0.5867	0.1330941779	0.00849349	2	"{""9"": 1.0}"
v3	blocked	7	n1567	False	9	9	1.0	9	1.0	0.2336923505	0.0	1	"{""9"": 1.0}"
v3	blocked	7	n1609	False	10	10	0.9925	10	0.9925	0.4711851687	0.0	1	"{""10"": 0.9925}"
v3	blocked	7	n1615	False	10	10	0.9962	10	0.7498	0.6261194284	0.0501269	4	"{""10"": 0.9962}"
v3	blocked	7	n1704	False	10	10	1.0	10	1.0	0.3524489986	0.0	1	"{""10"": 1.0}"
v3	blocked	7	n1736	False	10	10	1.0	10	0.857	0.208546588	0.0159339	2	"{""10"": 1.0}"
v3	blocked	7	n6	False	1	1	1.0	1	1.0	0.384073139	0.0	1	"{""1"": 1.0}"
v3	blocked	7	n144	False	1	1	1.0	1	1.0	0.3757716109	0.0	1	"{""1"": 1.0}"
v3	blocked	7	n242	False	1	1	1.0	1	1.0	0.3740077391	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n10	True	1	1	0.9974	1	0.9974	7.4703925084	0.0	1	"{""1"": 0.9974}"
v3	blocked	7	SHUF_n1029	True	8	1	0.9911	1	0.9911	7.5087178338	0.0	1	"{""1"": 0.9911}"
v3	blocked	7	SHUF_n638	True	3	1	0.6335	1	0.6114	0.1053605157	2.80452	3	"{""1"": 0.6335, ""8"": 0.3665}"
v3	blocked	7	SHUF_n1399	True	9	1	1.0	1	0.9624	6.4951203483	0.233067	2	"{""1"": 1.0}"
v3	blocked	7	SHUF_n589	True	3	6	0.9629	6	0.9629	4.4794322307	0.176958	2	"{""6"": 0.9629, ""Orphan"": 0.0358}"
v3	blocked	7	n303	False	1	1	1.0	1	0.9779	0.1812896523	0.00128415	2	"{""1"": 1.0}"
v3	blocked	7	SHUF_n1704	True	10	1	1.0	1	1.0	9.7457410512	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n935	True	8	1	0.9469	1	0.9469	5.0244683233	0.441134	2	"{""1"": 0.9469, ""3"": 0.0531}"
v3	blocked	7	SHUF_n1828	True	11	9	0.7741	9	0.7741	6.939039389	2.24686	3	"{""9"": 0.7741, ""1"": 0.1906, ""11"": 0.0353}"
v3	blocked	7	SHUF_n1069	True	8	1	1.0	1	0.9751	7.266575587	0.153884	2	"{""1"": 1.0}"
v3	blocked	7	SHUF_n944	True	8	9	0.6557	9	0.6557	42.1916012513	2.15143	2	"{""9"": 0.6557, ""1"": 0.3443}"
v3	blocked	7	SHUF_n110	True	1	Orphan	0.8971	Orphan	0.8971	6.2257874242	0.514437	2	"{""Orphan"": 0.8971, ""1"": 0.0933}"
v3	blocked	7	SHUF_n1151	True	8	1	0.8355	1	0.8355	3.5401057005	0.53872	2	"{""1"": 0.8355, ""Orphan"": 0.1642}"
v3	blocked	7	n524	False	3	3	1.0	3	0.7405	0.8605959205	0.142032	3	"{""3"": 1.0}"
v3	blocked	7	n562	False	3	3	1.0	3	0.5397	0.541557154	0.0655125	3	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1540	True	9	3	1.0	3	1.0	6.5406460234	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1612	True	10	3	1.0	3	1.0	36.3059092994	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n217	True	1	1	0.7923	1	0.7923	14.0375076566	1.55441	2	"{""1"": 0.7923, ""9"": 0.2077}"
v3	blocked	7	SHUF_n13	True	1	3	0.9984	3	0.9984	0.1053605157	0.0	1	"{""3"": 0.9984}"
v3	blocked	7	SHUF_n1305	True	9	3	0.9933	3	0.6	0.1053605157	1.6251	2	"{""3"": 0.9933}"
v3	blocked	7	SHUF_n144	True	1	2	0.7507	2	0.7507	8.7695503034	1.60308	4	"{""2"": 0.7507, ""Orphan"": 0.125, ""8"": 0.1116}"
v3	blocked	7	SHUF_n592	True	3	3	1.0	3	0.4234	20.5777247125	2.36126	4	"{""3"": 1.0}"
v3	blocked	7	n713	False	3	3	0.9901	3	0.9901	1.2585369461	0.0	1	"{""3"": 0.9901}"
v3	blocked	7	SHUF_n880	True	8	3	1.0	3	1.0	12.7847466786	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n649	True	3	9	0.7387	9	0.6775	12.9516627826	2.72993	4	"{""9"": 0.7387, ""8"": 0.2613}"
v3	blocked	7	SHUF_n917	True	8	3	0.9998	3	0.9998	0.1053605157	0.0	1	"{""3"": 0.9998}"
v3	blocked	7	SHUF_n1026	True	8	9	0.4147	9	0.4147	12.0428912644	4.47671	6	"{""9"": 0.4147, ""8"": 0.3799, ""3"": 0.1073, ""4"": 0.0675, ""1"": 0.0306}"
v3	blocked	7	SHUF_n857	True	8	9	0.6954	9	0.6954	8.5291948257	1.96686	4	"{""9"": 0.6954, ""Orphan"": 0.2676, ""3"": 0.0293}"
v3	blocked	7	n839	False	7	7	1.0	7	1.0	0.5701616999	0.0	1	"{""7"": 1.0}"
v3	blocked	7	SHUF_n261	True	1	8	1.0	8	0.4197	31.0416015063	2.78777	3	"{""8"": 1.0}"
v3	blocked	7	SHUF_n1338	True	9	8	0.6101	8	0.5088	15.1896770907	3.89037	3	"{""8"": 0.6101, ""1"": 0.3899}"
v3	blocked	7	n990	False	8	8	1.0	8	1.0	0.2751106978	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n1038	False	8	8	1.0	8	1.0	0.2548358983	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n1109	False	8	8	1.0	8	1.0	0.2035325756	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n1151	False	8	8	1.0	8	0.8112	0.1525853235	0.0402878	4	"{""8"": 1.0}"
v3	blocked	7	n1218	False	8	8	1.0	8	1.0	0.2760404462	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n1265	False	8	8	1.0	8	1.0	0.4373187645	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n1483	False	9	9	0.9957	9	0.9957	0.9176831133	0.0	1	"{""9"": 0.9957}"
v3	blocked	7	n1552	False	9	9	1.0	9	1.0	0.413883699	0.0	1	"{""9"": 1.0}"
v3	blocked	7	n1612	False	10	10	1.0	10	0.7744	0.2415669236	0.0131146	3	"{""10"": 1.0}"
v3	blocked	7	n1707	False	10	10	0.9917	10	0.9917	0.4364251226	0.0	1	"{""10"": 0.9917}"
v3	blocked	7	n1828	False	11	11	1.0	11	1.0	0.4709873003	0.0	1	"{""11"": 1.0}"
v3	blocked	7	n1925	False	11	11	0.9999	11	0.9492	0.8324625218	0.0164168	2	"{""11"": 0.9999}"
v3	blocked	7	n41	False	1	1	1.0	1	1.0	0.3759440218	0.0	1	"{""1"": 1.0}"
v3	blocked	7	n110	False	1	1	1.0	1	1.0	0.4806357904	0.0	1	"{""1"": 1.0}"
v3	blocked	7	n201	False	1	1	1.0	1	1.0	0.6538642347	0.0	1	"{""1"": 1.0}"
v3	blocked	7	n262	False	1	1	1.0	1	1.0	0.5580877045	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n548	True	3	1	0.8729	1	0.8729	0.1053605157	1.43082	2	"{""1"": 0.8729, ""3"": 0.1168}"
v3	blocked	7	SHUF_n262	True	1	8	0.9814	8	0.9814	10.9641039447	0.194707	2	"{""8"": 0.9814, ""1"": 0.0185}"
v3	blocked	7	SHUF_n496	True	3	Orphan	0.8913	Orphan	0.8913	7.9657308853	0.57427	2	"{""Orphan"": 0.8913, ""1"": 0.1087}"
v3	blocked	7	SHUF_n164	True	1	1	1.0	1	1.0	9.2916873563	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n888	True	8	1	1.0	1	1.0	6.3196495564	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n524	True	3	8	0.738	8	0.7026	7.0015056419	2.12119	3	"{""8"": 0.738, ""2"": 0.257}"
v3	blocked	7	n432	False	2	2	1.0	2	0.6244	0.684794318	0.111473	2	"{""2"": 1.0}"
v3	blocked	7	n384	False	2	2	1.0	2	1.0	0.5406924572	0.0	1	"{""2"": 1.0}"
v3	blocked	7	n496	False	3	3	1.0	3	1.0	0.3951649651	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n585	True	3	4	0.8591	4	0.8591	8.0446483309	1.27163	2	"{""4"": 0.8591, ""3"": 0.1403}"
v3	blocked	7	n616	False	3	3	1.0	3	1.0	0.2559320499	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1038	True	8	3	1.0	3	0.8681	13.4110490395	0.964476	2	"{""3"": 1.0}"
v3	blocked	7	SHUF_n906	True	8	3	1.0	3	0.9201	46.6319433527	0.6673	2	"{""3"": 1.0}"
v3	blocked	7	SHUF_n474	True	2	3	1.0	3	1.0	5.9689479914	0.0	1	"{""3"": 1.0}"
v3	blocked	7	SHUF_n1736	True	10	1	0.9964	1	0.9964	11.5044426809	0.0	1	"{""1"": 0.9964}"
v3	blocked	7	n778	False	3	3	1.0	3	1.0	1.2063375522	0.0	1	"{""3"": 1.0}"
v3	blocked	7	n880	False	8	8	1.0	8	0.7779	0.2405660975	0.019929	2	"{""8"": 1.0}"
v3	blocked	7	SHUF_n1615	True	10	Orphan	0.9832	Orphan	0.9832	5.1463962392	0.139365	2	"{""Orphan"": 0.9832, ""8"": 0.0123}"
v3	blocked	7	n1072	False	8	8	1.0	8	0.6858	0.4734931648	0.235844	2	"{""8"": 1.0}"
v3	blocked	7	n1100	False	8	8	1.0	8	0.9675	0.4578774256	0.0178616	2	"{""8"": 1.0}"
v3	blocked	7	n1191	False	8	8	1.0	8	1.0	0.9481509688	0.0	1	"{""8"": 1.0}"
v3	blocked	7	n1284	False	9	9	1.0	9	0.5475	0.4335102284	0.0629084	2	"{""9"": 1.0}"
v3	blocked	7	n1305	False	9	9	1.0	9	1.0	0.5348971283	0.0	1	"{""9"": 1.0}"
v3	blocked	7	n1399	False	9	9	1.0	9	0.8886	0.9845789063	0.077465	2	"{""9"": 1.0}"
v3	blocked	7	n1535	False	9	9	0.9994	9	0.9994	0.4247185776	0.0	1	"{""9"": 0.9994}"
v3	blocked	7	n1606	False	9	9	1.0	9	1.0	0.3328714028	0.0	1	"{""9"": 1.0}"
v3	blocked	7	n1705	False	10	10	1.0	10	1.0	0.310318702	0.0	1	"{""10"": 1.0}"
v3	blocked	7	n1824	False	11	11	0.9996	11	0.989	0.2603584416	0.00177253	2	"{""11"": 0.9996}"
v3	blocked	7	n1923	False	11	11	0.992	11	0.992	0.7372655519	0.0	1	"{""11"": 0.992}"
v3	blocked	7	n13	False	1	1	1.0	1	1.0	0.3934563027	0.0	1	"{""1"": 1.0}"
v3	blocked	7	n225	False	1	1	1.0	1	1.0	0.2175907568	0.0	1	"{""1"": 1.0}"
v3	blocked	7	n288	False	1	1	1.0	1	1.0	0.2357240375	0.0	1	"{""1"": 1.0}"
v3	blocked	7	SHUF_n384	True	2	Orphan	0.6429	Orphan	0.6429	16.2020061215	3.61782	4	"{""Orphan"": 0.6429, ""3"": 0.3157, ""4"": 0.0212, ""1"": 0.0202}"
v3	blocked	7	SHUF_n1707	True	10	2	0.8371	2	0.8371	6.5727809126	0.57797	2	"{""2"": 0.8371, ""1"": 0.1623}"
v3	blocked	7	SHUF_n1080	True	8	1	1.0	1	1.0	8.4904296773	0.0	1	"{""1"": 1.0}"
